gen,may_20,jun_20,jul_20,aug_20,sep_20,may_21,jun_21,jul_21,aug_21,sep_21,jun_22,jul_22,aug_22,sep_22,may_23,jun_23,jul_23,aug_23,all_yield
1,0.622325563870464,0.610471657740595,0.492301519498274,0.383092168866231,0.100455547955668,0.405294990771498,0.129574408370393,0.250118261790131,0.267169567369266,0.0764572369585874,0.62606901147953,0.335605125059609,0.166570435950416,0.318523464533849,0.660184894628904,0.224490014761346,0.196981225809168,0.137258064093253,0.333496842194843
4,0.679429991006527,0.693984840027014,0.547034444717538,0.432039424155878,0.114865708772846,0.463605691475469,0.150245246882044,0.287252102651127,0.303225917926767,0.0876661527342168,0.686747660179649,0.39122294996597,0.193293345269551,0.3637014916133,0.737499945868655,0.251411015220231,0.224582503123078,0.151543238765649,0.375519537241973
5,0.670356610337346,0.680713584637879,0.538337384763043,0.424261112902953,0.115165866753182,0.454339415424488,0.14696040047235,0.281351085923545,0.297496127448808,0.0858849203608233,0.698996190165215,0.382384604469938,0.189046751562959,0.356522156340309,0.725200800455644,0.247132942434122,0.22019632611161,0.149273151622932,0.370201079565952
6,0.683076221415181,0.699327625004201,0.550538396936818,0.435170841892292,0.113249061030339,0.467336138899468,0.151567670988541,0.289627753077391,0.305532635534894,0.0883832470321109,0.703709873176442,0.394781119721187,0.195002952717717,0.366591771659762,0.742440798363645,0.253133295618183,0.226348304470201,0.152457137799869,0.378793046963236
7,0.626901919298172,0.617171703195401,0.496696380180528,0.387019079880158,0.102816553660428,0.40997310666317,0.131232775993627,0.253097413282969,0.270062274616862,0.0773564991246277,0.575747226341905,0.340067198528347,0.168714345477283,0.322147980169627,0.666368584095045,0.226649816625257,0.199195604516228,0.138404126511359,0.3338679215645
9,0.726993457944763,0.763545576969745,0.592630960900582,0.472809121298955,0.123610489205662,0.512174494646017,0.167462633655346,0.31818203808271,0.333258378043582,0.0970024086441843,0.800097823820276,0.437548772808759,0.215551690773827,0.401331680898715,0.801969060159396,0.273834357019531,0.247572468754271,0.163441806756503,0.413834290021268
12,0.631515970237077,0.623915358740089,0.501112233179488,0.390971550861317,0.103240477317584,0.414681672057893,0.132901937806481,0.25609595584789,0.272973810277476,0.0782616145201952,0.607853624385277,0.344558315296319,0.170872209549355,0.325796087503959,0.6726148786108,0.228823676476394,0.201424396447064,0.139557648563194,0.338731745426547
13,0.632477778815268,0.625325819260281,0.502039415152504,0.391798224797905,0.101230068012426,0.415666485939916,0.133251049178384,0.256723112125061,0.273582768738538,0.0784509227556477,0.621922955017541,0.345497648993128,0.171323534807803,0.326559102657149,0.673920026323935,0.229278347311246,0.201890556529728,0.139798911970333,0.340040929354822
14,0.715698768703803,0.747029404473818,0.581801715756935,0.463128957168777,0.119309503446006,0.500642547654916,0.163374618743844,0.310838180450832,0.326127612707172,0.0947856521828188,0.731883968429899,0.426549388461851,0.210266774454938,0.39239694667064,0.786698458647604,0.268510264760455,0.242113840011553,0.160616667029285,0.402320737208619
15,0.599717960628652,0.577407403270164,0.470632209759226,0.363713138392029,0.0935155239659552,0.382208816904804,0.121390480444831,0.235416358089688,0.252894259957083,0.0720194412310581,0.569387890647534,0.313585105399853,0.155990392779653,0.300636734044955,0.629505899671,0.21383154402174,0.18605342217589,0.131602326428955,0.314972717100726
16,0.810414092599017,0.885552051333422,0.672593855010354,0.544317377650478,0.146157800035505,0.597362040082468,0.197661173094281,0.372431784996841,0.385933992713063,0.113377791042303,0.90048951014212,0.518802229362825,0.254591850201425,0.467333378496185,0.915029336254865,0.313163912694546,0.287895857718841,0.184311371892591,0.475967744740063
17,0.603110038711637,0.582374487054858,0.473888946226403,0.366624356853573,0.0984013441976683,0.38567694167279,0.122619912541372,0.237624954310719,0.255038770671274,0.0726861099205853,0.5713007156655,0.316893066953573,0.157579781735084,0.303323771463325,0.634054631991201,0.215432714773304,0.187695053511559,0.132451960672725,0.317598753273731
18,0.990699020254878,1.14919404232137,0.845385720177805,0.69883851413047,0.195082043417343,0.781442550591252,0.262916751571838,0.489659262978059,0.499759951543575,0.148763113347088,1.26485819856289,0.69438162522925,0.338953154908079,0.609955473380373,1.15922184064656,0.398150569483963,0.375030074205682,0.229408107391481,0.618427778563442
19,0.629179805318961,0.620495126488917,0.498874346561461,0.388966945401859,0.102264457787483,0.412293592311965,0.132055376023051,0.254575161685274,0.271497144083469,0.0778025601028338,0.596197503696087,0.342280520662265,0.169777788838801,0.323945848523344,0.669420764638009,0.227721143062118,0.200294002702532,0.138972607809262,0.336478594205427
20,0.650246508343217,0.651305296542604,0.519069233879288,0.40702485216397,0.105857193454091,0.433805915941035,0.139681382268533,0.268274794729432,0.284799263123574,0.0819378186537556,0.673829354480869,0.362799372853817,0.179636560327452,0.340613189641231,0.697989511247566,0.237652995488828,0.210476826832308,0.144242777725595,0.354957935983176
22,0.597797150579289,0.574602584192424,0.468792158679503,0.362069227913698,0.0930860470241641,0.380250431877516,0.120696243192423,0.234169205216032,0.251683294967503,0.0716429859224766,0.572064932250353,0.311717161536515,0.155092894638414,0.29911941439819,0.62689875461593,0.212927392921139,0.185126423742104,0.131122553902594,0.313825492087237
23,0.605219469493553,0.585453712826578,0.475904061737336,0.3684290976839,0.100702649470092,0.387826923357824,0.123382069807154,0.238994121149434,0.25636820922015,0.073099395361092,0.605418349390002,0.31894375925304,0.158565085717258,0.304989536573574,0.636907446259486,0.216425322600523,0.188712743918157,0.132978671268592,0.321017812504875
24,0.69156163787606,0.711714214954379,0.558657307561402,0.442430648833671,0.116842626285633,0.475984722506911,0.154633548656717,0.29513540644932,0.310880476644863,0.0900457419783893,0.820712397409268,0.403030298739096,0.198966467350374,0.373292530520466,0.753961587739051,0.257126190926485,0.230442097747244,0.154575900325608,0.39111076680583
25,0.480912998860616,0.403667852799079,0.356764048793591,0.261884015156718,0.0675371818594992,0.260900124664858,0.0783871833299205,0.158163682023202,0.177883178281338,0.0487005838386152,0.385040660869425,0.197878630890595,0.100396459878584,0.206649055680184,0.468505187663356,0.157825505335329,0.128632145897614,0.101883666954681,0.224534009043178
26,0.5069873757916,0.44179964276035,0.381753911363212,0.284233139052923,0.0721203223274097,0.287524560842042,0.0878254067441153,0.175118847440207,0.19434636587145,0.0538185306147781,0.506956074239902,0.223273510589449,0.112598034976232,0.227277164827672,0.503819085266589,0.17011752806684,0.141234780360604,0.108406221421588,0.248845027919831
27,0.581841628171177,0.551269139267739,0.453500187819292,0.348393445788686,0.0915147072676459,0.363958518599328,0.114920845120482,0.223794071532341,0.241609210291467,0.0685112334044239,0.5291829502009,0.296177633299733,0.147626557998447,0.286496748397402,0.605291826562326,0.205405709944547,0.177414672538009,0.127131299739692,0.300780021441313
28,0.53543567352471,0.48340345440759,0.409024263652002,0.308617222307418,0.0820267043113521,0.316573237262807,0.0981230106490868,0.193617835008672,0.212308579455126,0.0594024828476089,0.474576589274257,0.25098067547388,0.125910602591804,0.249783529424834,0.542375910514662,0.183528778863216,0.154984925082103,0.115522675377084,0.266455341668234
29,0.523602584814642,0.466101609097995,0.397685562246417,0.298476573655733,0.0785696322088804,0.304492716609024,0.0938405292424795,0.185924630741535,0.204838604264445,0.0570802754843079,0.448471595910166,0.239458051420522,0.12037428328743,0.240423770707455,0.526383077215778,0.177951420022768,0.149266629869801,0.112563144011669,0.256972482822836
30,0.53681723491306,0.485418928636648,0.410344401268914,0.309798496076643,0.0785588149674686,0.317980484733561,0.0986218725194246,0.1945140084897,0.213178749209804,0.0596729944035449,0.469891895810184,0.252322934141387,0.12655552275391,0.250873838125873,0.544281498886656,0.184178479678822,0.155651043431234,0.115867428152892,0.266918257011096
32,0.628268242857824,0.61916504302759,0.498002716273047,0.388187380631895,0.100671685398094,0.411364899421796,0.131726159249323,0.253983744782786,0.270922887969172,0.077624039861066,0.598954099855253,0.34139471620556,0.169352182979333,0.323226314852268,0.668198735964857,0.227292382278582,0.199854407401986,0.138745093133689,0.335940818452451
33,0.568334704531576,0.531517964212065,0.440554911343744,0.336817239718548,0.0862573515306306,0.35016782321817,0.110032115714974,0.215011781464413,0.233081750646982,0.0658602835590513,0.512049722543498,0.283023812958247,0.141306491566911,0.27581197867499,0.587085274651948,0.199038794229209,0.17088686884209,0.123752803340313,0.290588426263742
34,0.595553808256323,0.571325795602994,0.466649424454976,0.360148695092102,0.0948567577790683,0.377962507582485,0.119885185992655,0.232712192769809,0.250268559774223,0.0712031841294195,0.622776883736249,0.309534897024105,0.154044373651236,0.29734677396498,0.623892650672748,0.211871099474948,0.184043438420748,0.130562049607548,0.315257682110368
36,0.600872049564412,0.579091074874345,0.471737180751105,0.364699941931034,0.0944316966984839,0.383384392643955,0.121807215897652,0.23616499670817,0.253621175779497,0.0722454191268634,0.592419788360923,0.314706391284517,0.15652914130258,0.301547547873911,0.631055509376712,0.214374286170798,0.186609879079822,0.131890323393005,0.317066000600988
37,0.641385672114576,0.638350117866674,0.510575681865378,0.399431794150697,0.103665059544478,0.424760331451777,0.136474769863544,0.262514320393442,0.279205937003245,0.0801990092507237,0.632331623484542,0.354171527051494,0.175491106214798,0.333604842012554,0.685989141499417,0.233476812022564,0.206195113820112,0.142026756431339,0.346658312002298
40,0.551161542747847,0.506403384125376,0.424095539250006,0.322097530454213,0.0843801554149507,0.332632283047777,0.103815858412271,0.203844672336283,0.222238670801163,0.0624894718473561,0.532966923607603,0.266298090388273,0.133270219593188,0.262225774100075,0.563684899878639,0.190942951111656,0.162586448829142,0.119456880786053,0.28025507204066
41,0.657694645472668,0.662199634299645,0.526203182957247,0.413410046893787,0.10986768977187,0.44141257696061,0.142377903827187,0.273118923446362,0.289502832673977,0.0834000275051812,0.682315164973611,0.370054746834942,0.183122577648345,0.346506686604528,0.708072061524431,0.2411648539012,0.214077427711726,0.146106286138742,0.360589292730337
42,0.537799170947403,0.486858502122774,0.41128731997919,0.310642233185019,0.0795399948860633,0.318985625914782,0.0989781898126073,0.195154109744112,0.213800277031496,0.0598662101033547,0.483845273463469,0.253281656392165,0.127016163705132,0.251652602485684,0.545607563828467,0.184642535261661,0.156126825408599,0.116113671418207,0.268399884760566
44,0.67549332593813,0.688230071730791,0.543265144194041,0.428666542112395,0.112694382254418,0.459587588434072,0.148820850363237,0.284693265300504,0.300741328818976,0.0868937631380521,0.706679891174195,0.387390408962104,0.191451909616851,0.360588341439821,0.732216242528026,0.249555929403813,0.222680540447574,0.150558868776864,0.373900466368548
46,0.727478921866925,0.764254033095074,0.59309131972057,0.473224348953783,0.122850351717693,0.51266915395554,0.167637987794158,0.318497050590852,0.333564250023432,0.0970974957289071,0.754439968577108,0.438020588007912,0.215778385629363,0.401714933567796,0.802632037178418,0.274062732314938,0.24780661495065,0.163562990253778,0.411576842440383
47,0.602408919030004,0.581345521877763,0.473211438494812,0.366021278155953,0.0939531946951552,0.384958496047396,0.122365227323692,0.237167428587335,0.254594520696348,0.0725480049688838,0.590403464632773,0.316207800226961,0.157250529006745,0.302767133393001,0.633160084637532,0.215101021365793,0.187354978418959,0.132275953162484,0.317949721928977
48,0.608877212602439,0.590809439818857,0.479417995885172,0.371568100763123,0.0989528703528355,0.391566407175216,0.124707697267861,0.241375526196894,0.258680514471094,0.0738182267016083,0.567051371411685,0.322510548087421,0.160278834407397,0.307886817846577,0.641930258479888,0.218151774938579,0.190482822627702,0.133894784072436,0.321220066839266
49,0.632120777078589,0.624801050015449,0.501691473448937,0.39149065641778,0.102106405212271,0.415300080762479,0.133121160458797,0.256489775338068,0.27335620254461,0.0783804896323262,0.616940047567705,0.345148164957479,0.171155616874859,0.326275218861748,0.673430570028361,0.229109184639029,0.201717119222516,0.139709148652497,0.339574618984083
50,0.730338373307317,0.768437968115994,0.595829844485296,0.475676562244876,0.13074854133415,0.515590467406787,0.168673578138016,0.320357422486474,0.335370640627812,0.097659052287719,0.8157268788345,0.44080699081334,0.217117179255712,0.403978311929136,0.80653156123023,0.275411450128514,0.249189414020379,0.164278664605485,0.41731793895843
